crop_id,split,source_tile,has_nir,nodata_flagged,nodata_fraction,has_valid_roads,road_density,density_too_sparse,density_too_dense,in_blocklist,exclusion_reasons
10seg490685_crop_0000,train,10seg490685,True,False,0.0,True,0.00182,True,False,False,density_sparse
10seg490685_crop_0002,train,10seg490685,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490700_crop_0000,train,10seg490700,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490700_crop_0001,train,10seg490700,False,False,0.0003,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490700_crop_0002,train,10seg490700,False,False,0.0002,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490700_crop_0003,train,10seg490700,False,False,0.0003,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490700_crop_0004,train,10seg490700,False,False,0.0001,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490700_crop_0005,train,10seg490700,False,False,0.0001,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490700_crop_0006,train,10seg490700,False,False,0.0001,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490700_crop_0007,train,10seg490700,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490715_crop_0001,train,10seg490715,False,False,0.0,True,5.3e-05,True,False,False,density_sparse
10seg490715_crop_0002,train,10seg490715,False,False,0.0,True,0.000744,True,False,False,density_sparse
10seg490715_crop_0003,train,10seg490715,False,False,0.0,True,0.001915,True,False,False,density_sparse
10seg490715_crop_0006,train,10seg490715,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490715_crop_0007,train,10seg490715,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg490715_crop_0008,train,10seg490715,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg4920249607_crop_0000,train,10seg4920249607,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg4920249607_crop_0001,train,10seg4920249607,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg4920249607_crop_0002,train,10seg4920249607,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg4920249607_crop_0003,train,10seg4920249607,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg4920249607_crop_0004,train,10seg4920249607,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg4920249607_crop_0005,train,10seg4920249607,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg4920249607_crop_0006,train,10seg4920249607,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg4920249607_crop_0007,train,10seg4920249607,False,False,0.0001,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg505685_crop_0000,train,10seg505685,True,False,0.0,True,0.000492,True,False,False,density_sparse
10seg505685_crop_0001,train,10seg505685,True,False,0.0,True,0.000973,True,False,False,density_sparse
10seg505685_crop_0002,train,10seg505685,True,False,0.0,True,0.001987,True,False,False,density_sparse
10seg505700_crop_0000,train,10seg505700,False,False,0.0,True,0.000427,True,False,False,density_sparse
10seg505700_crop_0002,train,10seg505700,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg505700_crop_0003,train,10seg505700,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg505700_crop_0004,train,10seg505700,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg505700_crop_0005,train,10seg505700,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg580925_crop_0000,train,10seg580925,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg595520_crop_0001,train,10seg595520,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg595520_crop_0004,train,10seg595520,True,False,0.0,True,0.000286,True,False,False,density_sparse
10seg700850_crop_0008,train,10seg700850,True,False,0.0,True,0.001587,True,False,False,density_sparse
10seg745775_crop_0002,train,10seg745775,False,False,0.0,True,4.2e-05,True,False,False,density_sparse
10seg745850_crop_0000,train,10seg745850,False,False,0.0,True,0.001953,True,False,False,density_sparse
10seg745850_crop_0002,train,10seg745850,False,False,0.0,True,0.001152,True,False,False,density_sparse
10seg745850_crop_0003,train,10seg745850,False,False,0.0,True,0.000202,True,False,False,density_sparse
10seg745850_crop_0005,train,10seg745850,False,False,0.0,True,5.7e-05,True,False,False,density_sparse
10seg745850_crop_0006,train,10seg745850,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg745850_crop_0007,train,10seg745850,False,False,0.0,True,0.001305,True,False,False,density_sparse
10seg745850_crop_0008,train,10seg745850,False,False,0.0,True,0.001698,True,False,False,density_sparse
10seg745865_crop_0000,train,10seg745865,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg745865_crop_0001,train,10seg745865,True,False,0.0,True,0.000427,True,False,False,density_sparse
10seg745865_crop_0003,train,10seg745865,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg745865_crop_0004,train,10seg745865,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg745865_crop_0005,train,10seg745865,True,False,0.0,True,0.001381,True,False,False,density_sparse
10seg745865_crop_0006,train,10seg745865,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg745865_crop_0007,train,10seg745865,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg745865_crop_0008,train,10seg745865,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg7620687112_crop_0000,train,10seg7620687112,False,False,0.002,True,0.00193,True,False,False,density_sparse
10seg775850_crop_0004,train,10seg775850,True,False,0.0,True,0.001583,True,False,False,density_sparse
10seg775850_crop_0005,train,10seg775850,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg775850_crop_0008,train,10seg775850,True,False,0.0,True,0.001789,True,False,False,density_sparse
10seg775865_crop_0000,train,10seg775865,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg775865_crop_0001,train,10seg775865,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg775865_crop_0002,train,10seg775865,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg775865_crop_0003,train,10seg775865,False,False,0.0,True,0.001213,True,False,False,density_sparse
10seg775865_crop_0004,train,10seg775865,False,False,0.0,True,0.001389,True,False,False,density_sparse
10seg775865_crop_0005,train,10seg775865,False,False,0.0,True,0.000568,True,False,False,density_sparse
10seg775895_crop_0000,train,10seg775895,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg775895_crop_0001,train,10seg775895,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg775895_crop_0002,train,10seg775895,False,False,0.0,True,0.000305,True,False,False,density_sparse
10seg775895_crop_0004,train,10seg775895,False,False,0.0,True,0.000595,True,False,False,density_sparse
10seg775895_crop_0005,train,10seg775895,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg775895_crop_0008,train,10seg775895,False,False,0.0,True,0.001415,True,False,False,density_sparse
10seg805355_crop_0004,train,10seg805355,True,False,0.0,True,0.000889,True,False,False,density_sparse
10seg850700_crop_0001,train,10seg850700,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg850700_crop_0002,train,10seg850700,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg850700_crop_0005,train,10seg850700,False,False,0.0,True,0.000168,True,False,False,density_sparse
10seg850700_crop_0008,train,10seg850700,False,False,0.0,True,0.001221,True,False,False,density_sparse
10seg895670_crop_0000,train,10seg895670,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg895670_crop_0001,train,10seg895670,True,False,0.0,True,0.001934,True,False,False,density_sparse
10seg895670_crop_0002,train,10seg895670,True,False,0.0,True,0.000374,True,False,False,density_sparse
10seg895670_crop_0003,train,10seg895670,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10seg895670_crop_0004,train,10seg895670,True,False,0.0,True,0.000904,True,False,False,density_sparse
10seg895670_crop_0005,train,10seg895670,True,False,0.0,True,0.001953,True,False,False,density_sparse
10seg895670_crop_0006,train,10seg895670,True,False,0.0,True,0.001247,True,False,False,density_sparse
10seg925625_crop_0001,train,10seg925625,False,False,0.0,True,0.000641,True,False,False,density_sparse
10seg925625_crop_0002,train,10seg925625,False,False,0.0,True,0.001022,True,False,False,density_sparse
10seg925625_crop_0005,train,10seg925625,False,False,0.0,True,0.000439,True,False,False,density_sparse
10seg955670_crop_0000,train,10seg955670,False,False,0.0,True,0.00082,True,False,False,density_sparse
10seg955670_crop_0003,train,10seg955670,False,False,0.0,True,0.000111,True,False,False,density_sparse
10seg955670_crop_0006,train,10seg955670,False,False,0.0,True,0.001099,True,False,False,density_sparse
10seh610360_crop_0007,train,10seh610360,True,False,0.0,True,0.001991,True,False,False,density_sparse
10seh7620608116_crop_0000,train,10seh7620608116,False,False,0.0003,True,0.001953,True,False,False,density_sparse
10seh7620608116_crop_0001,train,10seh7620608116,False,False,0.0007,False,0.0,True,False,False,no_valid_roads|density_sparse
10sff0310155043_crop_0000,train,10sff0310155043,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sff0310155043_crop_0001,train,10sff0310155043,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sff0460153543_crop_0001,train,10sff0460153543,False,False,0.0003,True,0.001007,True,False,False,density_sparse
10sff0460153543_crop_0002,train,10sff0460153543,False,False,0.0,True,0.000107,True,False,False,density_sparse
10sff0460153543_crop_0004,train,10sff0460153543,False,False,0.0004,True,0.000946,True,False,False,density_sparse
10sff0460153543_crop_0005,train,10sff0460153543,False,False,0.0,True,0.001411,True,False,False,density_sparse
10sff0460153543_crop_0007,train,10sff0460153543,False,False,0.001,False,0.0,True,False,False,no_valid_roads|density_sparse
10sff0460155043_crop_0000,train,10sff0460155043,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sff0610152043_crop_0000,train,10sff0610152043,False,False,0.0003,False,0.0,True,False,False,no_valid_roads|density_sparse
10sff0610152043_crop_0001,train,10sff0610152043,False,False,0.0001,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfg075355_crop_0000,train,10sfg075355,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfg075355_crop_0002,train,10sfg075355,False,False,0.0,True,0.000622,True,False,False,density_sparse
10sfg075355_crop_0005,train,10sfg075355,False,False,0.0,True,0.00111,True,False,False,density_sparse
10sfg075355_crop_0006,train,10sfg075355,False,False,0.0,True,0.001919,True,False,False,density_sparse
10sfg105955_crop_0003,train,10sfg105955,True,False,0.0,True,0.001953,True,False,False,density_sparse
10sfg105955_crop_0004,train,10sfg105955,True,False,0.0,True,0.001953,True,False,False,density_sparse
10sfg105955_crop_0006,train,10sfg105955,True,False,0.0,True,0.000656,True,False,False,density_sparse
10sfg510850_crop_0006,train,10sfg510850,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfg720670_crop_0003,train,10sfg720670,False,False,0.0025,True,5.7e-05,True,False,False,density_sparse
10sfg720670_crop_0004,train,10sfg720670,False,False,0.003,True,0.001816,True,False,False,density_sparse
10sfg720700_crop_0000,train,10sfg720700,False,False,0.0,True,0.000275,True,False,False,density_sparse
10sfg720700_crop_0003,train,10sfg720700,False,False,0.0,True,0.001953,True,False,False,density_sparse
10sfh090000_crop_0006,train,10sfh090000,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfh090060_crop_0005,train,10sfh090060,False,False,0.0007,True,0.001961,True,False,False,density_sparse
10sfh285780_crop_0000,train,10sfh285780,False,False,0.0,True,0.000469,True,False,False,density_sparse
10sfh285780_crop_0001,train,10sfh285780,False,False,0.0,True,0.000278,True,False,False,density_sparse
10sfh285780_crop_0003,train,10sfh285780,False,False,0.0,True,0.001198,True,False,False,density_sparse
10sfh285780_crop_0004,train,10sfh285780,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfh390075_crop_0000,train,10sfh390075,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfh390075_crop_0001,train,10sfh390075,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfh390075_crop_0002,train,10sfh390075,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfh390075_crop_0003,train,10sfh390075,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfh390075_crop_0004,train,10sfh390075,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfh390075_crop_0005,train,10sfh390075,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10sfh390540_crop_0005,train,10sfh390540,False,False,0.0,True,0.001976,True,False,False,density_sparse
10sfh450945_crop_0008,train,10sfh450945,False,False,0.0,True,0.001453,True,False,False,density_sparse
10sfh510165_crop_0003,train,10sfh510165,False,False,0.0,True,0.001953,True,False,False,density_sparse
10sfh510165_crop_0004,train,10sfh510165,False,False,0.0,True,0.001411,True,False,False,density_sparse
10sfh510165_crop_0005,train,10sfh510165,False,False,0.0,True,0.001953,True,False,False,density_sparse
10sfh510165_crop_0008,train,10sfh510165,False,False,0.0,True,0.001953,True,False,False,density_sparse
10ter244295_crop_0006,train,10ter244295,False,False,0.0,True,0.001953,True,False,False,density_sparse
10ter379445_crop_0001,train,10ter379445,False,False,0.0,True,0.00174,True,False,False,density_sparse
10ter379445_crop_0002,train,10ter379445,False,False,0.0,True,0.000179,True,False,False,density_sparse
10tet279647_crop_0000,train,10tet279647,False,False,0.0,True,0.00193,True,False,False,density_sparse
10tet564887_crop_0001,train,10tet564887,False,False,0.0,True,0.001568,True,False,False,density_sparse
10teu699082_crop_0005,train,10teu699082,False,False,0.0,True,0.001068,True,False,False,density_sparse
10teu699082_crop_0008,train,10teu699082,False,False,0.0,True,0.001202,True,False,False,density_sparse
10udu905235_crop_0008,train,10udu905235,False,False,0.0,True,0.001793,True,False,False,density_sparse
10udu935250_crop_0000,train,10udu935250,False,False,0.0,True,0.001133,True,False,False,density_sparse
10udu935250_crop_0001,train,10udu935250,False,False,0.0,True,0.001804,True,False,False,density_sparse
10udu950250_crop_0000,train,10udu950250,False,False,0.0,True,0.001953,True,False,False,density_sparse
10udu950250_crop_0001,train,10udu950250,False,False,0.0,True,0.001671,True,False,False,density_sparse
10udu950250_crop_0003,train,10udu950250,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10udu950250_crop_0006,train,10udu950250,False,False,0.0,True,0.001953,True,False,False,density_sparse
10ueu355955_crop_0000,train,10ueu355955,False,False,0.0004,True,0.001556,True,False,False,density_sparse
10ueu415940_crop_0000,train,10ueu415940,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10ueu415940_crop_0001,train,10ueu415940,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10ueu415940_crop_0002,train,10ueu415940,False,False,0.0,True,0.000298,True,False,False,density_sparse
10ueu415940_crop_0005,train,10ueu415940,False,False,0.0,True,0.001858,True,False,False,density_sparse
10ueu415970_crop_0000,train,10ueu415970,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10ueu415970_crop_0001,train,10ueu415970,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10ueu415970_crop_0002,train,10ueu415970,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10ueu415970_crop_0003,train,10ueu415970,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10ueu415970_crop_0004,train,10ueu415970,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10ueu415970_crop_0005,train,10ueu415970,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10ueu415970_crop_0006,train,10ueu415970,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10ueu415970_crop_0007,train,10ueu415970,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10ueu415970_crop_0008,train,10ueu415970,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10uev385045_crop_0000,train,10uev385045,False,False,0.0,True,0.001583,True,False,False,density_sparse
10uev385045_crop_0001,train,10uev385045,False,False,0.0,True,2.3e-05,True,False,False,density_sparse
10uev385045_crop_0002,train,10uev385045,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
10uev385045_crop_0003,train,10uev385045,False,False,0.0,True,0.001453,True,False,False,density_sparse
10uev400045_crop_0000,train,10uev400045,False,False,0.0004,True,0.001358,True,False,False,density_sparse
10uev400045_crop_0003,train,10uev400045,False,False,0.0,True,0.00172,True,False,False,density_sparse
10uev400045_crop_0006,train,10uev400045,False,False,0.0,True,0.000118,True,False,False,density_sparse
10uev400045_crop_0007,train,10uev400045,False,False,0.0,True,0.00024,True,False,False,density_sparse
10uev400045_crop_0008,train,10uev400045,False,False,0.0,True,0.001953,True,False,False,density_sparse
1105000900_15_crop_0007,train,1105000900_15,True,False,0.0172,True,0.000565,True,False,False,density_sparse
1105001000_crop_0003,train,1105001000,True,False,0.0536,True,0.000149,True,False,False,density_sparse
1105001000_crop_0006,train,1105001000,True,False,0.0272,True,0.000191,True,False,False,density_sparse
111247_crop_0000,train,111247,False,False,0.0066,True,0.001499,True,False,False,density_sparse
1115000_1880000_crop_0002,train,1115000_1880000,False,False,0.0314,True,0.001301,True,False,False,density_sparse
111535_crop_0002,train,111535,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
111535_crop_0004,train,111535,False,False,0.0,True,0.00182,True,False,False,density_sparse
111835_crop_0002,train,111835,False,False,0.0,True,0.001953,True,False,False,density_sparse
112136_crop_0000,train,112136,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
112136_crop_0001,train,112136,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
112136_crop_0002,train,112136,False,False,0.0,True,0.001953,True,False,False,density_sparse
112136_crop_0003,train,112136,False,False,0.0,True,0.001854,True,False,False,density_sparse
112136_crop_0005,train,112136,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
112136_crop_0006,train,112136,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
112136_crop_0007,train,112136,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
1135000_1960000_crop_0000,train,1135000_1960000,False,False,0.0449,True,0.00198,True,False,False,density_sparse
11c3_crop_0000,train,11c3,False,False,0.0923,True,0.00124,True,False,False,density_sparse
11c3_crop_0003,train,11c3,False,False,0.0175,True,0.00145,True,False,False,density_sparse
11ska595650_crop_0006,train,11ska595650,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11ska595650_crop_0007,train,11ska595650,False,False,0.0,True,0.001579,True,False,False,density_sparse
11ska595650_crop_0008,train,11ska595650,False,False,0.0,True,0.001953,True,False,False,density_sparse
11skd460935_crop_0001,train,11skd460935,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11skd460935_crop_0002,train,11skd460935,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11skd460935_crop_0003,train,11skd460935,False,False,0.0,True,0.001953,True,False,False,density_sparse
11skd460935_crop_0004,train,11skd460935,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11skd460935_crop_0005,train,11skd460935,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11skd460935_crop_0006,train,11skd460935,False,False,0.0,True,0.001953,True,False,False,density_sparse
11slt720635_crop_0000,train,11slt720635,False,False,0.0,True,0.001453,True,False,False,density_sparse
11slt720635_crop_0003,train,11slt720635,False,False,0.0,True,0.000248,True,False,False,density_sparse
11slt720635_crop_0004,train,11slt720635,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11slt720635_crop_0006,train,11slt720635,False,False,0.0,True,0.001369,True,False,False,density_sparse
11slt720635_crop_0007,train,11slt720635,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms7382668384_crop_0000,train,11sms7382668384,False,False,0.0005,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms7382668384_crop_0001,train,11sms7382668384,False,False,0.0002,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms7382668384_crop_0003,train,11sms7382668384,False,False,0.0014,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms7382668384_crop_0004,train,11sms7382668384,False,False,0.0008,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms7382668384_crop_0006,train,11sms7382668384,False,False,0.0087,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms7382668384_crop_0007,train,11sms7382668384,False,False,0.0044,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms7382669883_crop_0004,train,11sms7382669883,False,False,0.0001,True,0.001442,True,False,False,density_sparse
11sms7382669883_crop_0006,train,11sms7382669883,False,False,0.0002,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms7382669883_crop_0007,train,11sms7382669883,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms800510_crop_0002,train,11sms800510,False,False,0.0,True,0.000896,True,False,False,density_sparse
11sms800510_crop_0005,train,11sms800510,False,False,0.0,True,0.001953,True,False,False,density_sparse
11sms800510_crop_0006,train,11sms800510,False,False,0.0,True,0.000126,True,False,False,density_sparse
11sms800510_crop_0007,train,11sms800510,False,False,0.0,True,0.001953,True,False,False,density_sparse
11sms890060_crop_0000,train,11sms890060,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms950270_crop_0002,train,11sms950270,False,False,0.0,True,0.001827,True,False,False,density_sparse
11sms950270_crop_0004,train,11sms950270,False,False,0.0,True,0.00074,True,False,False,density_sparse
11sms950270_crop_0005,train,11sms950270,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11sms950270_crop_0007,train,11sms950270,False,False,0.0,True,0.000546,True,False,False,density_sparse
11sms950270_crop_0008,train,11sms950270,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt095500_crop_0003,train,11smt095500,False,False,0.0,True,0.001953,True,False,False,density_sparse
11smt110305_crop_0002,train,11smt110305,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt125245_crop_0003,train,11smt125245,False,False,0.0,True,0.000225,True,False,False,density_sparse
11smt125245_crop_0006,train,11smt125245,False,False,0.0016,True,0.000557,True,False,False,density_sparse
11smt125260_crop_0000,train,11smt125260,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt125275_crop_0003,train,11smt125275,False,False,0.0097,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt125275_crop_0006,train,11smt125275,False,False,0.0021,True,0.000984,True,False,False,density_sparse
11smt125305_crop_0000,train,11smt125305,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt170170_crop_0006,train,11smt170170,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt170170_crop_0007,train,11smt170170,True,False,0.0,True,0.00066,True,False,False,density_sparse
11smt170245_crop_0004,train,11smt170245,False,False,0.0001,True,0.001034,True,False,False,density_sparse
11smt200470_crop_0008,train,11smt200470,True,False,0.0,True,0.001179,True,False,False,density_sparse
11smt215470_crop_0006,train,11smt215470,True,False,0.0,True,0.000572,True,False,False,density_sparse
11smt230515_crop_0002,train,11smt230515,False,False,0.0028,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt230515_crop_0005,train,11smt230515,False,False,0.0023,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt305485_crop_0008,train,11smt305485,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt320170_crop_0000,train,11smt320170,True,False,0.0,True,0.000957,True,False,False,density_sparse
11smt320170_crop_0001,train,11smt320170,True,False,0.0,True,0.000175,True,False,False,density_sparse
11smt320605_crop_0001,train,11smt320605,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt320605_crop_0002,train,11smt320605,True,False,0.0,True,0.001919,True,False,False,density_sparse
11smt350020_crop_0008,train,11smt350020,True,False,0.0,True,0.00124,True,False,False,density_sparse
11smt350560_crop_0003,train,11smt350560,True,False,0.0,True,0.001476,True,False,False,density_sparse
11smt350560_crop_0006,train,11smt350560,True,False,0.0,True,0.000248,True,False,False,density_sparse
11smt350560_crop_0007,train,11smt350560,True,False,0.0,True,0.001808,True,False,False,density_sparse
11smt350560_crop_0008,train,11smt350560,True,False,0.0,True,0.001945,True,False,False,density_sparse
11smt380125_crop_0008,train,11smt380125,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt395140_crop_0002,train,11smt395140,False,False,0.0001,True,0.000881,True,False,False,density_sparse
11smt395140_crop_0004,train,11smt395140,False,False,0.0,True,0.000626,True,False,False,density_sparse
11smt395140_crop_0006,train,11smt395140,False,False,0.0,True,0.000408,True,False,False,density_sparse
11smt425035_crop_0000,train,11smt425035,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt425035_crop_0004,train,11smt425035,False,False,0.0,True,0.001953,True,False,False,density_sparse
11smt440005_crop_0002,train,11smt440005,False,False,0.0,True,0.001759,True,False,False,density_sparse
11smt455725_crop_0002,train,11smt455725,True,False,0.0,True,0.001816,True,False,False,density_sparse
11smt470650_crop_0004,train,11smt470650,True,False,0.0,True,0.001678,True,False,False,density_sparse
11smt500575_crop_0005,train,11smt500575,True,False,0.0,True,0.00119,True,False,False,density_sparse
11smt500575_crop_0007,train,11smt500575,True,False,0.0,True,0.000957,True,False,False,density_sparse
11smt500575_crop_0008,train,11smt500575,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt530710_crop_0001,train,11smt530710,False,False,0.0,True,0.000431,True,False,False,density_sparse
11smt530710_crop_0002,train,11smt530710,False,False,0.0,True,0.001709,True,False,False,density_sparse
11smt530710_crop_0004,train,11smt530710,False,False,0.0,True,0.001873,True,False,False,density_sparse
11smt575560_crop_0005,train,11smt575560,True,False,0.0,True,0.001556,True,False,False,density_sparse
11smt575635_crop_0000,train,11smt575635,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt575635_crop_0001,train,11smt575635,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt575635_crop_0002,train,11smt575635,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt575635_crop_0003,train,11smt575635,False,False,0.0,True,0.000263,True,False,False,density_sparse
11smt575635_crop_0004,train,11smt575635,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt575635_crop_0005,train,11smt575635,False,False,0.0,True,0.001431,True,False,False,density_sparse
11smt590530_crop_0005,train,11smt590530,False,False,0.0,True,0.000729,True,False,False,density_sparse
11smt590635_crop_0000,train,11smt590635,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt590635_crop_0001,train,11smt590635,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt590635_crop_0002,train,11smt590635,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt605575_crop_0000,train,11smt605575,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt605575_crop_0001,train,11smt605575,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt605575_crop_0002,train,11smt605575,True,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt605680_crop_0003,train,11smt605680,True,False,0.0,True,0.00198,True,False,False,density_sparse
11smt605770_crop_0000,train,11smt605770,False,False,0.0,False,0.0,True,False,False,no_valid_roads|density_sparse
11smt605770_crop_0001,train,11smt605770,False,False,0.0,True,0.00082,True,False,False,density_sparse
